time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2019-05-06T12:17:59.340Z,38.8138351,-122.8231659,2.8,0.84,md,21,47,0.006831,0.03,nc,nc73177895,2019-05-06T14:28:10.088Z,"7km NW of The Geysers, CA",earthquake,0.23,0.46,0.05,4,automatic,nc,nc
2019-05-06T12:16:20.620Z,38.8240013,-122.8548355,1.83,0.94,md,17,65,0.00388,0.04,nc,nc73177890,2019-05-06T13:58:10.923Z,"10km WNW of The Geysers, CA",earthquake,0.22,0.56,0.09,3,automatic,nc,nc
2019-05-06T12:05:49.380Z,40.284668,-124.3523331,17.13,1.96,md,9,297,0.008351,0.07,nc,nc73177885,2019-05-06T13:35:10.788Z,"7km SW of Petrolia, CA",earthquake,3.57,1.55,0.02,4,automatic,nc,nc
2019-05-06T12:04:58.551Z,63.2131,-150.0539,99.2,1.5,ml,,,,0.59,ak,ak0195skvwv4,2019-05-06T12:10:09.941Z,"58km WSW of Cantwell, Alaska",earthquake,,0.8,,,automatic,ak,ak
2019-05-06T11:56:09.333Z,59.8377,-141.7487,22.3,1.7,ml,,,,1.08,ak,ak0195skliuo,2019-05-06T11:59:47.330Z,"45km ESE of Cape Yakataga, Alaska",earthquake,,0.4,,,automatic,ak,ak
2019-05-06T11:51:05.077Z,59.6405,-152.5321,69,1.9,ml,,,,0.42,ak,ak0195skkfs6,2019-05-06T11:55:36.143Z,"42km WSW of Anchor Point, Alaska",earthquake,,0.7,,,automatic,ak,ak
2019-05-06T11:39:08.380Z,36.406,-89.5326667,11.8,1.8,md,21,48,0.06026,0.03,nm,nm60270396,2019-05-06T13:09:41.140Z,"6km WNW of Tiptonville, Tennessee",earthquake,0.83,0.76,0.049,17,reviewed,nm,nm
2019-05-06T11:35:45.560Z,33.8398333,-117.0751667,16.01,0.55,ml,17,161,0.08858,0.11,ci,ci38347671,2019-05-06T20:07:00.400Z,"8km ENE of Nuevo, CA",earthquake,0.35,0.5,0.156,8,reviewed,ci,ci
2019-05-06T11:28:09.291Z,36.7264,-116.3022,8.2,-0.1,ml,11,124.69,0.057,0.1139,nn,nn00684171,2019-05-07T02:06:05.158Z,"45km ESE of Beatty, Nevada",earthquake,,1.5,0.71,4,reviewed,nn,nn
2019-05-06T11:27:42.271Z,36.7353,-116.3141,5.9,-0.3,ml,15,87.72,0.044,0.1873,nn,nn00684124,2019-05-07T02:05:34.407Z,"44km ESE of Beatty, Nevada",earthquake,,2.7,0.34,5,reviewed,nn,nn
2019-05-06T11:22:26.103Z,-29.0939,-177.6798,10,4.8,mb,,155,9.087,0.57,us,us70003hbh,2019-05-06T11:58:21.040Z,"28km NE of Raoul Island, New Zealand",earthquake,10.4,1.9,0.078,51,reviewed,us,us
2019-05-06T11:19:24.789Z,36.5759,-116.2912,0,0,ml,9,129.07,0.079,0.1902,nn,nn00684167,2019-05-07T02:06:01.336Z,"49km NW of Pahrump, Nevada",earthquake,,0,0.47,5,reviewed,nn,nn
2019-05-06T11:18:43.758Z,39.9138,-120.0278,8,0.7,ml,3,268.31,0.159,0.0788,nn,nn00684162,2019-05-07T02:05:59.736Z,"26km N of Cold Springs, Nevada",earthquake,,7.7,0.33,2,reviewed,nn,nn
2019-05-06T11:15:56.426Z,60.0469,-152.8152,94.2,1.1,ml,,,,1.24,ak,ak0195skctyw,2019-05-06T11:20:39.037Z,"49km S of Redoubt Volcano, Alaska",earthquake,,1.8,,,automatic,ak,ak
2019-05-06T11:11:09.824Z,62.7875,-149.5538,54,1.8,ml,,,,0.59,ak,ak0195skbvi0,2019-05-06T11:14:27.452Z,"59km NNE of Talkeetna, Alaska",earthquake,,1.5,,,automatic,ak,ak
2019-05-06T11:07:28.356Z,36.7444,144.2477,37.63,4.4,mb,,227,2.976,0.81,us,us70003hbe,2019-05-06T11:37:01.040Z,"300km ESE of Namie, Japan",earthquake,3.1,7.7,0.112,23,reviewed,us,us
2019-05-06T10:56:43.879Z,37.8781,-117.6836,0,1.1,ml,17,95.05,0.296,0.2152,nn,nn00684122,2019-05-07T02:05:32.561Z,"43km WNW of Goldfield, Nevada",earthquake,,0,0.3,4,reviewed,nn,nn
2019-05-06T10:48:09.832Z,58.3447,-153.1409,58.3,1.9,ml,,,,0.26,ak,ak0195sjydef,2019-05-06T10:51:42.869Z,"71km NNW of Kodiak Station, Alaska",earthquake,,1.5,,,automatic,ak,ak
2019-05-06T10:26:39.452Z,36.6094,-116.2794,6.3,0,ml,18,102.46,0.06,0.081,nn,nn00684119,2019-05-07T02:05:29.904Z,"51km NNW of Pahrump, Nevada",earthquake,,1.4,0.3,8,reviewed,nn,nn
2019-05-06T10:21:43.001Z,36.3939,-116.892,0,-0.1,ml,5,209.32,0.234,0.1945,nn,nn00684158,2019-05-07T02:05:55.063Z,"58km SSW of Beatty, Nevada",earthquake,,0,0.49,3,reviewed,nn,nn
2019-05-06T10:21:20.550Z,33.4936667,-116.7825,6.24,0.34,ml,24,48,0.02388,0.1,ci,ci38347647,2019-05-06T19:30:12.919Z,"10km NE of Aguanga, CA",earthquake,0.18,0.37,0.099,11,reviewed,ci,ci
2019-05-06T10:16:11.964Z,37.2749,-117.5334,7.7,0.8,ml,10,163.36,0.099,0.1774,nn,nn00684117,2019-05-07T02:05:24.211Z,"54km SSW of Goldfield, Nevada",earthquake,,3.8,0.54,5,reviewed,nn,nn
2019-05-06T10:12:28.320Z,44.548,-114.2835,3.74,0.91,ml,9,120,0.241,0.15,mb,mb80342919,2019-05-06T17:51:40.310Z,"6km NW of Challis, Idaho",earthquake,0.61,2.76,0.319,7,reviewed,mb,mb
2019-05-06T10:11:15.844Z,59.3517,-153.2837,102.8,1.8,ml,,,,0.2,ak,ak0195sjqgdc,2019-05-06T10:14:15.495Z,"94km WSW of Anchor Point, Alaska",earthquake,,0.7,,,automatic,ak,ak
2019-05-06T10:09:55.740Z,42.693,-111.489,1.73,1.58,ml,8,124,0.09171,0.24,uu,uu60323882,2019-05-06T19:31:39.700Z,"10km ENE of Soda Springs, Idaho",earthquake,0.98,2.83,0.202,2,reviewed,uu,uu
2019-05-06T10:05:39.288Z,63.3833,-151.4898,1.3,1.3,ml,,,,1.12,ak,ak0195sjp7vs,2019-05-06T10:10:34.419Z,"126km W of Cantwell, Alaska",earthquake,,0.3,,,automatic,ak,ak
2019-05-06T10:04:59.220Z,19.3233337,-155.1660004,8.12,1.94,md,17,97,0.05104,0.05,hv,hv70938856,2019-05-06T10:08:02.040Z,"14km SSE of Volcano, Hawaii",earthquake,0.64,1.62,0.35,4,automatic,hv,hv
2019-05-06T10:02:18.754Z,66.3054,-157.2414,11.5,1.2,ml,,,,0.56,ak,ak0195sjoj6g,2019-05-06T10:15:56.132Z,"68km SSW of Kobuk, Alaska",earthquake,,0.5,,,automatic,ak,ak
2019-05-06T09:52:05.717Z,63.2504,-150.5901,113.2,1.8,ml,,,,0.63,ak,ak0195sjdsbb,2019-05-06T09:56:00.641Z,"83km W of Cantwell, Alaska",earthquake,,0.8,,,automatic,ak,ak
2019-05-06T09:49:29.080Z,19.1363,-68.272,66,2.43,md,5,300,0.6319,0.47,pr,pr2019126003,2019-05-06T11:44:54.368Z,"62km NNE of Punta Cana, Dominican Republic",earthquake,11.85,12.71,0.22,5,reviewed,pr,pr
2019-05-06T09:46:15.240Z,32.9991667,-115.7935,7.87,1.85,ml,59,36,0.05129,0.23,ci,ci38347639,2019-05-06T19:59:02.740Z,"17km WSW of Westmorland, CA",earthquake,0.18,0.56,0.143,25,reviewed,ci,ci
2019-05-06T09:45:59.530Z,32.9961667,-115.7841667,15.11,1.32,ml,10,98,0.05331,0.22,ci,ci38347631,2019-05-06T19:45:34.756Z,"16km WSW of Westmorland, CA",earthquake,0.57,1.09,0.13,6,reviewed,ci,ci
2019-05-06T09:42:44.430Z,46.924,-112.7426667,14.96,0.96,ml,8,112,0.067,0.07,mb,mb80342874,2019-05-06T13:57:52.120Z,"5km SW of Lincoln, Montana",earthquake,0.35,0.7,0.059,3,reviewed,mb,mb
2019-05-06T09:34:52.750Z,62.9157,-151.3041,121.4,1.3,ml,,,,0.25,ak,ak0195sja5m1,2019-05-06T14:58:34.736Z,"90km NW of Talkeetna, Alaska",earthquake,,1.5,,,reviewed,ak,ak
2019-05-06T09:31:36.128Z,38.4881,-118.3705,6.6,-0.1,ml,4,165.99,0.059,0.0228,nn,nn00684156,2019-05-07T02:05:53.461Z,"22km E of Hawthorne, Nevada",earthquake,,9.9,0,1,reviewed,nn,nn
2019-05-06T09:29:35.072Z,69.7403,-144.2416,9.9,1.9,ml,,,,1,ak,ak0195sj8x50,2019-05-06T09:36:16.478Z,"49km SSW of Kaktovik, Alaska",earthquake,,0.5,,,automatic,ak,ak
2019-05-06T09:29:34.032Z,36.7467,-116.2996,6,-0.4,ml,6,176.33,0.073,0.0979,nn,nn00684155,2019-05-07T02:05:52.154Z,"44km ESE of Beatty, Nevada",earthquake,,3.5,0.63,4,reviewed,nn,nn
2019-05-06T09:22:45.244Z,60.1799,-153.2856,144.1,2,ml,,,,0.51,ak,ak0195sj7gdn,2019-05-06T09:26:43.641Z,"45km SW of Redoubt Volcano, Alaska",earthquake,,0.5,,,automatic,ak,ak
2019-05-06T09:18:33.113Z,61.0324,-152.3643,105.1,2,ml,,,,0.54,ak,ak0195sj6k2r,2019-05-06T09:24:32.828Z,"64km NNE of Redoubt Volcano, Alaska",earthquake,,1.3,,,automatic,ak,ak
2019-05-06T09:10:25.080Z,37.4805,-118.8451667,6.3,0.75,md,11,243,0.1101,0.02,nc,nc73177865,2019-05-06T23:39:30.788Z,"17km WSW of Toms Place, CA",earthquake,0.97,1.95,0.148,10,reviewed,nc,nc
2019-05-06T09:02:08.960Z,37.4858333,-118.8366667,4.73,1.01,md,9,244,0.1042,0.01,nc,nc73177860,2019-05-06T23:37:59.896Z,"16km WSW of Toms Place, CA",earthquake,1.23,1.85,0.129,8,reviewed,nc,nc
2019-05-06T09:00:27.000Z,46.866,-112.491,15,0.92,ml,8,103,0.144,0.1,mb,mb80342869,2019-05-06T14:01:53.640Z,"17km SE of Lincoln, Montana",earthquake,0.47,0.88,0.149,3,reviewed,mb,mb
2019-05-06T08:47:39.360Z,38.8113327,-122.8271637,2.44,0.56,md,7,115,0.002921,0.06,nc,nc73177850,2019-05-06T10:12:02.567Z,"7km WNW of The Geysers, CA",earthquake,0.72,1.25,,1,automatic,nc,nc
2019-05-06T08:46:47.470Z,38.8276672,-122.8144989,1.65,1.05,md,19,59,0.00549,0.04,nc,nc73177845,2019-05-06T09:46:03.405Z,"8km NW of The Geysers, CA",earthquake,0.21,0.54,0.17,4,automatic,nc,nc
2019-05-06T08:42:21.830Z,33.5088348,-116.7894974,8.7,1.3,ml,13,106,0.0713,0.11,ci,ci38347599,2019-05-06T08:44:26.013Z,"10km NE of Aguanga, CA",earthquake,0.4,1.54,0.518,8,automatic,ci,ci
2019-05-06T08:30:02.040Z,45.9138333333333,-121.925166666667,0.68,1.26,ml,13,189,,0.17,uw,uw61521326,2019-05-06T17:52:59.610Z,"22km NNW of Carson, Washington",earthquake,1.02,14.07,0.0925401033352239,12,reviewed,uw,uw
2019-05-06T08:21:53.320Z,37.3823318,-118.5429993,7.99,2.07,md,27,147,0.09383,0.05,nc,nc73177840,2019-05-07T02:05:22.565Z,"6km SE of Round Valley, CA",earthquake,0.34,1.08,0.17,19,automatic,nc,nc
2019-05-06T08:20:21.362Z,-5.4244,102.0552,35,5.3,mb,,45,1.386,0.88,us,us70003h9n,2019-05-06T08:40:09.040Z,"181km S of Bengkulu, Indonesia",earthquake,6.1,1.9,0.056,109,reviewed,us,us
2019-05-06T08:19:29.190Z,38.787,-122.7488333,0.76,-0.35,md,10,99,0.01018,0.03,nc,nc73177835,2019-05-06T17:49:34.224Z,"1km NNE of The Geysers, CA",earthquake,0.36,0.4,,1,reviewed,nc,nc
2019-05-06T08:16:45.920Z,33.2235,-116.076,10.36,1.34,ml,56,53,0.0943,0.21,ci,ci38347575,2019-05-06T22:50:23.283Z,"10km NNE of Ocotillo Wells, CA",earthquake,0.22,0.64,0.129,41,reviewed,ci,ci
2019-05-06T07:58:33.410Z,34.2486667,-116.425,2.56,1.16,ml,16,82,0.05419,0.13,ci,ci38347567,2019-05-06T08:02:02.759Z,"15km N of Yucca Valley, CA",earthquake,0.29,0.24,0.211,20,automatic,ci,ci
2019-05-06T07:52:59.748Z,39.9152,-120.0393,9.1,1.5,ml,14,126.73,0.167,0.1241,nn,nn00684110,2019-05-07T02:05:16.177Z,"26km NNW of Cold Springs, Nevada",earthquake,,2,0.12,7,reviewed,nn,nn
2019-05-06T07:48:21.280Z,37.6721667,-118.8688333,0.29,0.47,md,12,155,0.03262,0.05,nc,nc73177830,2019-05-06T23:52:02.778Z,"10km ENE of Mammoth Lakes, CA",earthquake,0.39,0.85,0.174,10,reviewed,nc,nc
2019-05-06T07:47:20.630Z,33.4818333,-116.785,4.12,0.58,ml,25,38,0.09238,0.19,ci,ci38347559,2019-05-06T13:30:38.202Z,"9km ENE of Aguanga, CA",earthquake,0.25,0.72,0.082,16,reviewed,ci,ci
2019-05-06T07:40:54.599Z,61.3341,-152.1968,114.6,2.6,ml,,,,0.69,ak,ak0195si4g70,2019-05-06T07:47:14.617Z,"86km NW of Nikiski, Alaska",earthquake,,0.4,,,automatic,ak,ak
2019-05-06T07:40:18.810Z,44.5328333,-114.2896667,4.56,0.85,ml,8,137,0.234,0.15,mb,mb80342914,2019-05-06T17:45:02.640Z,"5km NW of Challis, Idaho",earthquake,0.85,3.95,0.321,7,reviewed,mb,mb
2019-05-06T07:39:33.210Z,38.7818336,-122.7481689,0.29,1.5,md,18,105,0.009053,0.06,nc,nc73177820,2019-05-06T08:23:02.907Z,"1km NE of The Geysers, CA",earthquake,0.31,0.55,0.1,6,automatic,nc,nc
2019-05-06T07:38:18.610Z,36.8576,-117.4609,14,0.7,ml,6,223.29,0.158,0.1887,nn,nn00684153,2019-05-07T02:05:50.680Z,"60km ENE of Lone Pine, California",earthquake,,7.3,0.57,3,reviewed,nn,nn
2019-05-06T07:37:05.620Z,33.213,-116.0521667,7.15,1.69,ml,39,106,0.1126,0.2,ci,ci38347551,2019-05-06T13:43:12.980Z,"11km NE of Ocotillo Wells, CA",earthquake,0.34,1.47,0.152,28,reviewed,ci,ci
2019-05-06T07:31:35.563Z,63.601,-150.6502,9.1,0.3,ml,,,,0.25,ak,ak0195si2g3k,2019-05-06T15:04:27.071Z,"87km WSW of Healy, Alaska",earthquake,,0.8,,,reviewed,ak,ak
2019-05-06T07:27:35.890Z,19.3285007,-155.1658325,1.69,2.16,ml,50,94,0.05078,0.21,hv,hv70938786,2019-05-06T08:47:39.376Z,"13km SSE of Volcano, Hawaii",earthquake,0.34,0.5,0.14,9,automatic,hv,hv
2019-05-06T07:27:01.150Z,34.1735,-117.3331667,9.27,0.94,ml,19,68,0.04283,0.15,ci,ci38347543,2019-05-06T13:42:29.613Z,"2km NNE of Muscoy, CA",earthquake,0.4,0.62,0.137,25,reviewed,ci,ci
2019-05-06T07:26:32.740Z,38.7981682,-122.7408371,1.56,0.98,md,12,67,0.01525,0.02,nc,nc73177815,2019-05-06T07:58:02.759Z,"3km NNE of The Geysers, CA",earthquake,0.3,0.91,0.06,3,automatic,nc,nc
2019-05-06T07:25:15.978Z,62.5722,-150.649,79.2,1.8,ml,,,,0.84,ak,ak0195si15ky,2019-05-06T07:31:40.483Z,"39km NW of Talkeetna, Alaska",earthquake,,0.7,,,automatic,ak,ak
2019-05-06T07:24:35.301Z,36.8907,-117.4575,15.4,0.4,ml,6,218.49,0.128,0.2053,nn,nn00684152,2019-05-07T02:05:49.258Z,"62km ENE of Lone Pine, California",earthquake,,3.6,0.01,2,reviewed,nn,nn
2019-05-06T07:20:31.630Z,37.4788333,-118.8456667,5.98,0.59,md,12,243,0.1118,0.03,nc,nc73177810,2019-05-07T00:36:03.032Z,"17km WSW of Toms Place, CA",earthquake,0.82,2.19,0.127,10,reviewed,nc,nc
2019-05-06T07:08:04.650Z,33.535,-116.7191667,4.03,0.56,ml,20,43,0.03389,0.13,ci,ci38347535,2019-05-06T13:42:37.358Z,"5km WSW of Anza, CA",earthquake,0.26,0.37,0.178,13,reviewed,ci,ci
2019-05-06T07:05:26.250Z,33.4911667,-116.7825,2.91,0.05,ml,12,118,0.02588,0.14,ci,ci38347527,2019-05-06T13:42:31.621Z,"9km NE of Aguanga, CA",earthquake,0.37,1.22,0.17,3,reviewed,ci,ci
2019-05-06T07:04:16.940Z,33.4816667,-116.7906667,3.97,0.96,ml,47,37,0.03167,0.22,ci,ci38347519,2019-05-06T13:43:19.050Z,"8km ENE of Aguanga, CA",earthquake,0.21,0.53,0.091,26,reviewed,ci,ci
2019-05-06T07:02:17.800Z,19.5706,-68.4963,91,2.67,md,4,253,1.0629,0.28,pr,pr2019126002,2019-05-06T11:44:30.656Z,"87km NE of Miches, Dominican Republic",earthquake,8.48,11.74,0.03,4,reviewed,pr,pr
2019-05-06T07:02:09.680Z,33.4876667,-116.787,3.94,0.18,ml,15,108,0.02705,0.21,ci,ci38347511,2019-05-06T07:05:52.154Z,"9km NE of Aguanga, CA",earthquake,0.45,0.97,0.131,3,automatic,ci,ci
2019-05-06T07:01:55.782Z,60.1112,-153.0286,117.3,2,ml,,,,0.7,ak,ak0195shw3hj,2019-05-06T07:07:05.096Z,"44km SSW of Redoubt Volcano, Alaska",earthquake,,0.6,,,automatic,ak,ak
2019-05-06T07:01:21.300Z,37.1312,-116.5307,7.1,0,ml,10,230.64,0.146,0.1046,nn,nn00684151,2019-05-07T02:05:47.859Z,"32km NE of Beatty, Nevada",earthquake,,4.2,0.88,5,reviewed,nn,nn
2019-05-06T06:52:06.754Z,39.607,-120.0262,7.1,0.5,ml,5,162.8,0.05,0.0595,nn,nn00684150,2019-05-07T02:05:46.406Z,"9km SSW of Cold Springs, Nevada",earthquake,,3.1,0.33,3,reviewed,nn,nn
2019-05-06T06:45:44.960Z,37.4918333,-118.864,-1.52,0.65,md,7,290,0.1019,0.05,nc,nc73177805,2019-05-07T00:26:02.970Z,"18km WSW of Toms Place, CA",earthquake,2.95,2.3,0.107,6,reviewed,nc,nc
2019-05-06T06:43:21.037Z,66.3813,-157.2033,0,1.3,ml,,,,0.78,ak,ak0195shjl9j,2019-05-06T06:52:11.666Z,"60km SSW of Kobuk, Alaska",earthquake,,0.6,,,automatic,ak,ak
2019-05-06T06:34:45.690Z,34.1761667,-117.4406667,10.95,1.13,ml,35,35,0.05846,0.18,ci,ci38347487,2019-05-06T06:38:26.449Z,"6km SW of Devore, CA",earthquake,0.27,0.61,0.155,31,automatic,ci,ci
2019-05-06T06:33:55.020Z,33.6715,-116.7203333,14.45,0.33,ml,12,118,0.03889,0.09,ci,ci38347479,2019-05-06T19:23:56.853Z,"8km S of Idyllwild, CA",earthquake,0.32,0.59,0.036,6,reviewed,ci,ci
2019-05-06T06:30:37.677Z,61.932,-147.791,32.5,1.4,ml,,,,1.06,ak,ak0195shgu8l,2019-05-06T06:35:37.538Z,"57km ENE of Sutton-Alpine, Alaska",earthquake,,0.2,,,automatic,ak,ak
2019-05-06T06:30:23.510Z,35.852,-117.6645,8.42,0.72,ml,11,89,0.06536,0.12,ci,ci38347471,2019-05-06T13:43:09.059Z,"24km ESE of Little Lake, CA",earthquake,0.33,0.84,0.196,9,reviewed,ci,ci
2019-05-06T06:26:40.234Z,-37.4261,-179.6324,10,4.8,mb,,123,1.644,0.78,us,us70003h8u,2019-05-06T07:11:28.040Z,"248km ENE of Gisborne, New Zealand",earthquake,4.5,1.9,0.144,15,reviewed,us,us
2019-05-06T06:24:07.160Z,38.8414993,-122.8391647,1.05,0.91,md,16,89,0.004086,0.04,nc,nc73177795,2019-05-06T07:28:02.605Z,"10km NW of The Geysers, CA",earthquake,0.22,0.58,0.04,3,automatic,nc,nc
